index	ldl	gluc	tc	tg	freeze_dried	pos_bio	Löpnr	batch_bio	protein	filename	batch	tank	line	diet	Exp	date	filename9	filename10	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	tod	early_nwt	early_dich	late_nwt	late_dich	sec16b_dich	late_wt	late_inframe	late_frameshift	late_Area_total	late_wt_call	early_wt	early_inframe	early_frameshift	early_Area_total	early_wt_call	gene	qRNA	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	LocalName	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	PostCheckValid	LiverArea	NrofSpots	bld	bodyfat	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	Border_size_length	dorsal_area	lateral_area	Border_size_lat_area	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrLipids_Res1	LiverRefinedArea_Res1	NrLipids_Res2	intlength	intdorsal_area	intlateral_area	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrLipids	intLiverRefinedArea	intldl	inttg	inttc	intgluc
AN274	36.477431	23.998537	53.166989	131.65159	0	29	274	47	17.534013	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_b09	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	b09	1	0	0	1	4	0	10	1	1	1			1						0	.54237654	.45762346	4637	1	SEC16B	3																																																															19.52883	46.70389	10.10089	8.152478	20.1426	46.50219	10.2423	7.689816																																	.9222268	.7467028	.8388838	2.488717
AN259	39.793561	14.879093	48.103467	91.143411	0	14	259	47		InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_c07	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	c07	1	0	0	1	4	0	10	1	.9315158	1	.8864514	1	1	.11354862	.13902894	.74742246	22017	1	.06848426	.30753002	.62398572	6162	1	SEC16B	3																																																															14.18297	5.836772	1.070908	11.52934																																					1.232001	-.1479871	.5302942	.7279133
AN267	27.634417	26.158405	20.254091	126.58807	0	22	267	47	13.237363	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_c08	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	c08	1	0	0	1	4	0	10	1	.0967742	0	.34168			.65831995	0	.34168002	31190	1	.90322581	0	.09677419	2170	1	SEC16B																																																																-13.51583	41.47286	12.30251	-.6621946	-11.49862	46.26366	13.08732	-.1292957																																	.0032136	.6056352	-1.071627	3.015672
AN275	29.845171	14.879093	35.44466	63.294035	0	30	275	47	6.2319562	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_c09	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	c09	1	0	0	1	4	0	10	1	.1363763	0									.86362371	0	.13637629	3593	1	SEC16B																																																																1.825319	-21.62974	.975479	1.516169	5.622019	-9.457659	2.797444	3.300943																																	.2599896	-.6485581	-.1902607	.7279133
AN260	23.212911	8.1595025	20.254091	43.039944	0	15	260	47	17.347202	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_d07	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	d07	1	0	0	1	4	0	10	1	1	1	1	1	1	0	.35057488	.64942509	33137	0	0	.88017356	.11982643	2996	1	SEC16B	3																																																															-13.64759	-42.24277	-5.654646	-5.05536	-12.61389	-41.69218	-5.476886	-5.212774																																	-.5429279	-1.010992	-1.071627	-.4842547
AN268	30.950547	15.119078	43.039944	78.484604	0	23	268	47		InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_d08	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	d08	1	0	0	1	4	0	10	1	.3162848		0	0		1	0	0	19043	1	.68371522	0	.31628478	2444	1	SEC16B																																																																9.288845	-6.606676	1.257215	2.649887																																					.3680707	-.4155363	.2692676	.7747937
AN276	30.950547	8.6394733	40.508182	98.738695	0	31	276	47	11.275849	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_d09	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	d09	1	0	0	1	4	0	10	1	.3220245										.67797553	0	.32202447	7192	1	SEC16B																																																																6.907664	13.83885	-5.270105	2.617497	9.245981	20.43223	-4.199023	3.371619																																	.3680707	-.0320596	.115652	-.3887841
AN261	24.318287	13.679166	35.44466	83.548126	0	16	261	47	15.479094	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_e07	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	e07	1	0	0	1	4	0	10	1	.4573721		.7986225	1	1	.2013775	.1124959	.68612659	18294	1	.54262788	.0782347	.37913741	997	1	SEC16B	3																																																															1.561803	-1.710655	-.1409473	-3.954032	3.099727	.8525677	.3140802	-3.755935																																	-.4307273	-.309379	-.1902607	.554134
AN269	28.739794	11.999268	35.44466	91.143411	0	24	269	47	14.451634	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_e08	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	e08	1	0	0	1	4	0	10	1	.9008431	1	.8628599	1	1	.13714011	.17264876	.69021112	20840	1	.09915683	.25969646	.64114671	2965	1	SEC16B	3																																																															1.712384	6.07606	-1.868559	.4350846	3.332401	9.455087	-1.265591	.6862137																																	.1289011	-.1479871	-.1902607	.2268854
AN277	17.686027	14.399122	30.381137	68.357558	0	32	277	47		InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_e09	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	e09	1	0	0	1	4	0	10	1	.9064656	1			1						.09353433	.2835089	.62295677	5506	1	SEC16B	3																																																															-3.200559	-16.51836	.4835796	-10.65107																																					-1.191816	-.5826896	-.5119362	.6346741
AN262	39.793561	16.07902	32.912898	60.762274	0	17	262	47	12.023093	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_f07	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	f07	1	0	0	1	4	0	10	1	.1366273	0									.86337268	0	.13662732	4999	1	SEC16B																																																																-.9511358	-24.47258	2.252942	11.51719	1.541889	-18.15277	3.221433	12.38924																																	1.232001	-.688642	-.3670858	.9986821
AN270	24.318287	8.8794586	20.254091	50.635228	0	25	270	47	17.720824	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_f08	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	f08	1	0	0	1	4	0	10	1	1	1	.7197837	1	1	.28021631	.24084322	.47894049	23671	1	0	.50169924	.49830076	2354	1	SEC16B	3																																																															-13.45936	-34.4082	-4.994334	-3.990471	-12.79381	-34.65874	-4.878264	-4.414086																																	-.4307273	-.8526347	-1.071627	-.323715
AN278	19.89678	7.4395464	22.785853	40.508182	0	33	278	47	18.00104	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_f09	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	f09	1	0	0	1	4	0	10	1	1	1			1						0	.37816521	.62183479	2409	1	SEC16B	3																																																															-10.77702	-44.34381	-6.48196	-8.444367	-10.40068	-45.21476	-6.412465	-9.077198																																	-.9725657	-1.049131	-.9742684	-.6035335
AN263	28.739794	6.7195903	25.317614	48.103467	0	18	263	47	18.094446	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_g07	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	g07	1	0	0	1	4	0	10	1	1	1			1						0	.36920333	.63079667	1682	1	SEC16B	3																																																															-8.527597	-37.10746	-7.112452	.459377	-7.784695	-37.49479	-7.047677	.0947257																																	.1289011	-.9093387	-.829804	-.7532794
AN271	25.423664	12.719225	37.976421	86.079888	0	26	271	47	13.51758	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_g08	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	g08	1	0	0	1	4	0	10	1	.1389905	0	.2242116			.77578837	0	.22421162	27144	1	.86100951	0	.13899049	2734	1	SEC16B																																																																4.28179	1.060395	-1.160532	-2.889143	6.114614	5.387118	-.419847	-2.488949																																	-.269975	-.2593095	-.0288527	.3784071
AN279	18.791404	14.879093	22.785853	53.166989	0	34	279	47	20.336176	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_g09	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	g09	1	0	0	1	4	0	10	1	.1163545	0									.88364553	0	.11635447	5552	1	SEC16B																																																																-10.7582	-31.66107	.9516217	-9.553793	-11.07111	-35.13574	.673158	-10.67405																																	-1.104836	-.7985482	-.9742684	.7279133
AN264	27.634417	14.399122	37.976421	106.33398	0	19	264	47	20.896609	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_h07	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	h07	1	0	0	1	4	0	10	1	.9444774	1	1	1	1	0	0	1	22322	0	.05552262	.09820194	.84627544	5061	1	SEC16B	3																																																															4.150032	21.14698	.5611158	-.6500484	4.071074	17.643	.2084611	-1.595785																																	.0032136	.1674606	-.0288527	.6346741
AN272	38.688184	15.839034	43.039944	124.05631	0	27	272	47	12.49012	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_h08	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	h08	1	0	0	1	4	0	10	1	.1127077	0	.277209			.72279096	0	.27720907	23347	1	.88729232	0	.11270768	2227	1	SEC16B																																																																9.364136	39.06075	1.953313	10.37133	11.46249	44.47683	2.84622	10.95845																																	1.128819	.5675619	.2692676	.9321054
AN280	27.634417	11.279312	30.381137	58.230512	0	35	280	47	14.638445	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate04_sec16b_200817_0900_h09	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	h09	1	0	0	1	4	0	10	1	.1256422	0									.87435778	0	.12564222	2141	1	SEC16B																																																																-3.144091	-26.57362	-2.654123	-.7148282	-1.865382	-23.82964	-2.085669	-.7115644																																	.0032136	-.7215223	-.5119362	.0739808
AN281	35.372054	15.359064	45.571705	275.96199	0	36	281	47	22.195769	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_a01	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	a01	1	0	0	1	5	0	10	1	0	0	0	0	0	1	0	0	18036	1	1	0	0	8960	1	SEC16B	1																																																															12.0653	191.1818	1.419664	7.01876	11.17196	185.5866	.8633653	5.487319																																	.8234425	2.666146	.4120444	.8279615
AN289	22.107534	16.798976	40.508182	116.46102	0	44	289	47		InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_a02	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	a02	1	0	0	1	5	0	10	1	1	1	1	1	1	0	.26462224	.73537773	22859	0	0	.19584826	.80415174	24279	1	SEC16B	3																																																															7.152358	31.87225	2.811862	-6.27815																																					-.6785297	.4015985	.115652	1.159742
AN282	26.529041	22.318639	48.103467	141.77864	0	37	282	47	18.494415	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_b01	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	b01	1	0	0	1	5	0	10	1	1	1	1	1	1	0	.43505669	.56494331	26015	0	0	.36638789	.63361211	22599	1	SEC16B	3																																																															14.61588	57.02236	8.373275	-1.828302	14.74731	55.45323	8.366937	-2.636586																																	-.1094816	.9141961	.5302942	2.128045
AN290	25.423664	9.119444	15.190568	30.381137	0	45	290	47	22.288303	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_b02	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	b02	1	0	0	1	5	0	10	1	.8416629	1	.6825489		1	.31745109	.26258957	.41995934	20652	1	.15833707	.14673913	.6949238	17848	1	SEC16B	3																																																															-18.14643	-54.18371	-4.873635	-2.966069	-19.3019	-60.23224	-5.449201	-4.688214																																	-.269975	-1.167603	-1.268544	-.2799874
AN283	35.372054	9.119444	32.912898	55.698751	0	38	283	47	16.828806	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_c01	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	c01	1	0	0	1	5	0	10	1	1	1	1	1	1	0	.12554191	.87445807	11072	0	0	.53218456	.46781544	14044	1	SEC16B	3																																																															-.555862	-29.0336	-4.831884	7.010663	.0222924	-28.8125	-4.591078	6.51728																																	.8234425	-.7467028	-.3670858	-.2799874
AN291	22.107534	10.079385	27.849375	75.952842	0	46	291	47	7.297819	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_c02	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	c02	1	0	0	1	5	0	10	1	1	1	1	1	1	0	.181611	.818389	22818	0	0	.52167388	.47832612	22654	1	SEC16B	3																																																															-5.468804	-8.588075	-3.919657	-6.286248	-2.394042	1.788113	-2.266022	-5.021265																																	-.6785297	-.4542952	-.6525189	-.1451209
AN284	26.529041	16.07902	32.912898	101.27046	0	39	284	47	15.070662	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_d01	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	d01	1	0	0	1	5	0	10	1	.9726585	1			1						.02734148	0	.97265852	18909	1	SEC16B	3																																																															-.5370395	16.56204	2.121727	-1.8364	.5141212	18.675	2.623444	-1.996324																																	-.1094816	.012822	-.3670858	.9986821
AN292	22.107534	15.839034	27.849375	68.357558	0	47	292	47	14.885595	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_d02	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	d02	1	0	0	1	5	0	10	1	.9428774	1			1						.05712265	.2959311	.64694625	24036	1	SEC16B	3																																																															-5.449982	-16.15943	1.834027	-6.290297	-4.555919	-14.15585	2.35838	-6.566126																																	-.6785297	-.5826896	-.6525189	.9321054
AN285	19.89678	16.07902	22.785853	50.635228	0	40	285	47	19.419753	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_e01	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	e01	1	0	0	1	5	0	10	1	.0675184	0									.93248156	0	.06751844	19254	1	SEC16B																																																																-10.64526	-34.04926	2.115763	-8.472709	-10.8552	-36.75191	1.969947	-9.523946																																	-.9725657	-.8526347	-.9742684	.9986821
AN293	28.739794	12.719225	20.254091	53.166989	0	48	293	47	21.640566	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_e02	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	e02	1	0	0	1	5	0	10	1	.959811	1	1	1	1	0	.29725915	.70274085	17002	0	.04018902	.1237319	.83607908	23066	1	SEC16B	3																																																															-13.02644	-31.32607	-1.291747	.3379149	-14.07661	-36.78044	-1.772798	-1.311713																																	.1289011	-.7985482	-1.071627	.3784071
AN286	28.739794	18.238888	43.039944	113.92926	0	41	286	47	20.807761	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_f01	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	f01	1	0	0	1	5	0	10	1	1	1	1	1	1	0	0	1	12408	0	0	.18308767	.81691234	6445	1	SEC16B	3																																																															9.627651	29.2687	4.269667	.3662561	8.997393	25.00254	3.916775	-.9824653																																	.1289011	.3534046	.2692676	1.444075
AN294	24.318287	20.158771	45.571705	121.52455	0	49	294	47	19.512287	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_f02	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	f02	1	0	0	1	5	0	10	1	1	1	1	1	1	0	.03762395	.96237606	21582	0	0	.26724344	.73275656	20921	1	SEC16B	3																																																															12.30999	37.05542	6.141835	-4.087641	11.83793	33.89942	5.976751	-5.329581																																	-.4307273	.5229299	.4120444	1.597042
AN287	33.161301	14.639107	43.039944	118.99279	0	42	287	47	18.957084	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_g01	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	g01	1	0	0	1	5	0	10	1	1	1	1	1	1	0	.25605589	.74394411	6440	0	0	.21083881	.78916119	7916	1	SEC16B	3																																																															9.646474	34.35616	.6639218	4.783714	9.515495	32.08348	.5857041	3.787008																																	.5958401	.4542952	.2692676	.6704608
AN295	21.002157	14.399122	30.381137	83.548126	0	1	295	48	18.957084	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_g02	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	g02	1	0	0	1	5	0	10	1	.0224488	0	0	0	0	1	0	0	18928	1	.97755122	0	.02244878	20892	1	SEC16B	1																																																															3.4594	9.757739	.332227	-1.603545	2.519904	3.265974	-.0263935	-1.86896																																	-.8324975	-.309379	-.5119362	.6346741
AN288	26.529041	11.279312	27.849375	48.103467	0	43	288	47	16.643738	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_h01	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	h01	1	0	0	1	5	0	10	1	1	1	1	1	1	0	0	1	13586	0	0	.21710194	.78289806	11870	1	SEC16B	3																																																															-5.525272	-36.50924	-2.701838	-1.852595	-5.025598	-36.28028	-2.43656	-2.4045																																	-.1094816	-.9093387	-.6525189	.0739808
AN296	19.89678	11.519298	22.785853	70.889319	0	2	296	48	21.7331	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate05_sec16b_200817_0900_h02	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	h02	1	0	0	1	5	0	10	1	1	1	1	1	1	0	.35529092	.64470911	14695	0	0	0	1	9936	1	SEC16B	3																																																															-4.117061	-2.877139	-2.553562	-2.71297	-5.870994	-12.45684	-3.325722	-3.554227																																	-.9725657	-.5155938	-.9742684	.1289011
AN297	19.89678	12.95921	25.317614	88.611649	0	3	297	48	16.181069	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate06_sec16b_200817_0900_a03	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	a03	1	0	0	1	6	0	10	1																																																																																-1.566477	14.86912	-1.119614	-2.717019	-1.770156	11.34805	-1.066529	-2.463975																																	-.9725657	-.2066066	-.829804	.4307273
AN298	19.89678	15.359064	25.317614	68.357558	0	4	298	48		InsH2Bfabp_CD15_10dpf_lipids_tank02_plate06_sec16b_200817_0900_b03	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	b03	1	0	0	1	6	0	10	1	1	1	1	1	1	0	.28599638	.71400362	19245	0	0	.11087767	.88912233	14755	1	SEC16B	3																																																															-1.547655	-5.361043	1.274275	-2.721068																																					-.9725657	-.5826896	-.829804	.8279615
AN299	29.845171	8.1595025	20.254091	17.72233	0	5	299	48	14.700527	InsH2Bfabp_CD15_10dpf_lipids_tank02_plate06_sec16b_200817_0900_c03	19	81	insH2Bfabp	CD15	SEC16B	200817	0900	c03	1	0	0	1	6	0	10	1	.7889198	1	1	1	1	0	.55282891	.44717109	24939	0	.21108018	.12227578	.66664404	14729	1	SEC16B	3																																																															-6.592355	-55.97234	-5.93125	7.223274	-6.428057	-57.94552	-5.65916	7.734977																																	.2599896	-1.427441	-1.071627	-.4842547
AN300	23.212911	13.439181	22.785853	70.889319	0	6	300	48	17.569076	InsH2Bfabp_CD15_10dpf_lipids_tank03_plate07_sec16b_200817_0900_a05	19	82	insH2Bfabp	CD15	SEC16B	200817	0900	a05	1	0	0	1	7	0	10	1	.0161259	0	0	0	0	1	0	0	20963	1	.98387413	0	.01612587	15317	1	SEC16B	1																																																															-9.720781	-20.73203	-.4154064	-1.915442	-10.08122	-24.11573	-.8033756	-1.117182																																	-.5429279	-.5155938	-.9742684	.5207167
AN308	22.107534	16.319005	40.508182	129.11983	0	14	308	48	18.031746	InsH2Bfabp_CD15_10dpf_lipids_tank03_plate07_sec16b_200817_0900_a06	19	82	insH2Bfabp	CD15	SEC16B	200817	0900	a06	1	0	0	1	7	0	10	1	.5629973		.7605856	1	1	.23941439	.16719277	.59339285	18374	1	.43700265	.15873674	.40426061	12064	1	SEC16B	3																																																															8.152129	37.68991	2.416703	-3.053209	7.450672	33.48544	1.955021	-2.500754																																	-.6785297	.672479	.115652	1.053073
AN301	17.686027	16.798976	25.317614	96.206933	0	7	301	48	22.195769	InsH2Bfabp_CD15_10dpf_lipids_tank03_plate07_sec16b_200817_0900_b05	19	82	insH2Bfabp	CD15	SEC16B	200817	0900	b05	1	0	0	1	7	0	10	1	.0407259	0									.95927414	0	.04072586	14438	1	SEC16B																																																																-7.170197	4.60951	2.938424	-7.446374	-8.870558	-3.894684	1.86163	-7.595098																																	-1.191816	-.0802211	-.829804	1.159742
AN309	21.002157	16.55899	30.381137	113.92926	0	15	309	48	18.124279	InsH2Bfabp_CD15_10dpf_lipids_tank03_plate07_sec16b_200817_0900_b06	19	82	insH2Bfabp	CD15	SEC16B	200817	0900	b06	1	0	0	1	7	0	10	1	.9199714	1	1	1	1	0	0	1	4313	0	.08002862	.09035159	.82961979	9784	1	SEC16B	3																																																															-1.956094	22.52327	2.650724	-4.162634	-2.710031	18.17809	2.174666	-3.647864																																	-.8324975	.3534046	-.5119362	1.110772
AN302	25.423664	16.55899	27.849375	75.952842	0	8	302	48		InsH2Bfabp_CD15_10dpf_lipids_tank03_plate07_sec16b_200817_0900_c05	19	82	insH2Bfabp	CD15	SEC16B	200817	0900	c05	1	0	0	1	7	0	10	1	1	1	1	1	1	0	0	1	23014	0	0	.02236377	.97763623	14443	1	SEC16B	3																																																															-4.619614	-15.62065	2.692475	.2872137																																					-.269975	-.4542952	-.6525189	1.110772
AN310	23.212911	14.879093	32.912898	81.016365	0	16	310	48	14.885595	InsH2Bfabp_CD15_10dpf_lipids_tank03_plate07_sec16b_200817_0900_c06	19	82	insH2Bfabp	CD15	SEC16B	200817	0900	c06	1	0	0	1	7	0	10	1	.4507173		.6301527			.36984733	0	.63015264	2620	1	.54928274	.13360217	.31711509	15127	1	SEC16B																																																																.5944897	-10.3657	.9648626	-1.95593	.733948	-11.19297	.9699425	-.8107868																																	-.5429279	-.3636592	-.3670858	.7279133
AN303	17.686027	14.159137	32.912898	81.016365	0	9	303	48	20.900295	InsH2Bfabp_CD15_10dpf_lipids_tank03_plate07_sec16b_200817_0900_d05	19	82	insH2Bfabp	CD15	SEC16B	200817	0900	d05	1	0	0	1	7	0	10	1	1	1	1	1	1	0	.47109431	.52890569	9531	0	0	.07408909	.92591091	17263	1	SEC16B	3																																																															.4627317	-10.5332	.2866567	-7.454472	-.9221996	-17.69276	-.5986611	-7.381651																																	-1.191816	-.3636592	-.3670858	.6112627
